articles, LinearSVC(, window=1800, threshold=1.0
15 - margin: 0.012549019607843137, score: 0.393114506247 (+/- 0.0402351744998), precision: 0.472366879412, recall: 0.393114506247, classes: {0: 838, 1: 1428, -1: 1281}
16 - margin: 0.013333333333333332, score: 0.395088724437 (+/- 0.0487489866452), precision: 0.471516848054, recall: 0.395088724437, classes: {0: 907, 1: 1387, -1: 1253}
17 - margin: 0.01411764705882353, score: 0.410882469961 (+/- 0.05391203684), precision: 0.485653736038, recall: 0.410882469961, classes: {0: 982, 1: 1341, -1: 1224}
18 - margin: 0.014901960784313726, score: 0.417070899976 (+/- 0.0604490744808), precision: 0.4877648373, recall: 0.417070899976, classes: {0: 1038, 1: 1313, -1: 1196}
19 - margin: 0.01568627450980392, score: 0.41959894963 (+/- 0.0650299434201), precision: 0.48841315497, recall: 0.41959894963, classes: {0: 1082, 1: 1291, -1: 1174}
20 - margin: 0.01647058823529412, score: 0.43679159704 (+/- 0.0741110809591), precision: 0.497992672065, recall: 0.43679159704, classes: {0: 1135, 1: 1253, -1: 1159}
21 - margin: 0.017254901960784316, score: 0.442151667065 (+/- 0.0734597935763), precision: 0.499990270748, recall: 0.442151667065, classes: {0: 1210, 1: 1213, -1: 1124}
22 - margin: 0.01803921568627451, score: 0.448632927509 (+/- 0.0809364660707), precision: 0.503826573124, recall: 0.448632927509, classes: {0: 1254, 1: 1185, -1: 1108}
23 - margin: 0.018823529411764708, score: 0.459344314474 (+/- 0.0790214692012), precision: 0.510725127774, recall: 0.459344314474, classes: {0: 1299, 1: 1159, -1: 1089}
24 - margin: 0.0196078431372549, score: 0.460188589162 (+/- 0.0901129603553), precision: 0.510635493534, recall: 0.460188589162, classes: {0: 1356, 1: 1124, -1: 1067}
25 - margin: 0.020392156862745096, score: 0.480208482534 (+/- 0.0964254133288), precision: 0.522616727808, recall: 0.480208482534, classes: {0: 1428, 1: 1076, -1: 1043}
26 - margin: 0.021176470588235293, score: 0.503892734941 (+/- 0.0947414938855), precision: 0.538633435404, recall: 0.503892734941, classes: {0: 1487, 1: 1040, -1: 1020}
27 - margin: 0.021960784313725494, score: 0.512354579454 (+/- 0.102622322312), precision: 0.539269595716, recall: 0.512354579454, classes: {0: 1535, 1: 1011, -1: 1001}
28 - margin: 0.022745098039215685, score: 0.515167502188 (+/- 0.101241930124), precision: 0.54143117909, recall: 0.515167502188, classes: {0: 1571, 1: 995, -1: 981}
29 - margin: 0.023529411764705882, score: 0.528139571895 (+/- 0.106502069409), precision: 0.549499004545, recall: 0.528139571895, classes: {0: 1624, 1: 973, -1: 950}
30 - margin: 0.024313725490196076, score: 0.530115381555 (+/- 0.109065317496), precision: 0.549423282367, recall: 0.530115381555, classes: {0: 1657, 1: 953, -1: 937}
31 - margin: 0.025098039215686273, score: 0.542804965386 (+/- 0.107808560911), precision: 0.555800187322, recall: 0.542804965386, classes: {0: 1706, 1: 928, -1: 913}
32 - margin: 0.02588235294117647, score: 0.554086098512 (+/- 0.109079244964), precision: 0.5674550738, recall: 0.554086098512, classes: {0: 1755, 1: 903, -1: 889}
33 - margin: 0.026666666666666665, score: 0.562271027294 (+/- 0.111134046156), precision: 0.568232967982, recall: 0.562271027294, classes: {0: 1795, 1: 884, -1: 868}
34 - margin: 0.027450980392156862, score: 0.570159942707 (+/- 0.115866869301), precision: 0.572020569434, recall: 0.570159942707, classes: {0: 1835, 1: 861, -1: 851}
35 - margin: 0.02823529411764706, score: 0.572136548102 (+/- 0.114030079448), precision: 0.572172116002, recall: 0.572136548102, classes: {0: 1866, 1: 846, -1: 835}
36 - margin: 0.029019607843137254, score: 0.587081244529 (+/- 0.118502701532), precision: 0.588724653908, recall: 0.587081244529, classes: {0: 1905, 1: 827, -1: 815}
37 - margin: 0.02980392156862745, score: 0.594138617013 (+/- 0.111836066085), precision: 0.595190548343, recall: 0.594138617013, classes: {0: 1942, 1: 809, -1: 796}
38 - margin: 0.030588235294117645, score: 0.600909524946 (+/- 0.111367766582), precision: 0.596505894295, recall: 0.600909524946, classes: {0: 1975, 1: 789, -1: 783}
39 - margin: 0.03137254901960784, score: 0.60400891223 (+/- 0.109232649833), precision: 0.597830918385, recall: 0.60400891223, classes: {0: 2007, 1: 771, -1: 769}
40 - margin: 0.03215686274509804, score: 0.61699132649 (+/- 0.105158942305), precision: 0.610066090621, recall: 0.61699132649, classes: {0: 2049, 1: 749, -1: 749}
41 - margin: 0.03294117647058824, score: 0.620657276995 (+/- 0.110005101787), precision: 0.612140677003, recall: 0.620657276995, classes: {0: 2077, 1: 738, -1: 732}
42 - margin: 0.033725490196078435, score: 0.628274846821 (+/- 0.112910826655), precision: 0.616092299909, recall: 0.628274846821, classes: {0: 2109, 1: 718, -1: 720}
43 - margin: 0.03450980392156863, score: 0.632508156282 (+/- 0.109408319908), precision: 0.618453328637, recall: 0.632508156282, classes: {0: 2138, 1: 703, -1: 706}
44 - margin: 0.03529411764705882, score: 0.636174902522 (+/- 0.110149658007), precision: 0.620650281831, recall: 0.636174902522, classes: {0: 2157, 1: 700, -1: 690}
45 - margin: 0.03607843137254902, score: 0.637867430572 (+/- 0.113588470191), precision: 0.621080666146, recall: 0.637867430572, classes: {0: 2185, 1: 690, -1: 672}
46 - margin: 0.03686274509803921, score: 0.643232275006 (+/- 0.112044729783), precision: 0.63033051087, recall: 0.643232275006, classes: {0: 2213, 1: 678, -1: 656}
47 - margin: 0.037647058823529415, score: 0.647182302857 (+/- 0.110940906315), precision: 0.631110240194, recall: 0.647182302857, classes: {0: 2232, 1: 667, -1: 648}
48 - margin: 0.03843137254901961, score: 0.646049972149 (+/- 0.111100541405), precision: 0.628025328737, recall: 0.646049972149, classes: {0: 2262, 1: 648, -1: 637}
49 - margin: 0.0392156862745098, score: 0.65028646455 (+/- 0.112158851105), precision: 0.631512992743, recall: 0.65028646455, classes: {0: 2289, 1: 632, -1: 626}

